2.52 0.164661 0.187048
2.16 0.662767 0.444301
2.28 0.517761 0.34877
0.3 -0.40896 1.95534
2.94 -0.59954 0.0202511
1.08 0.763916 1.47133
2.76 -0.255202 0.0719273
0.06 -0.880072 1.9982
1.74 0.971438 0.831603
1.68 0.988086 0.891013
0.84 0.489286 1.66746
1.92 0.879291 0.65785
0.66 0.226234 1.78999
1.26 0.904181 1.30582
1.8 0.947695 0.772798
1.32 0.93743 1.24818
2.34 0.43693 0.304437
0.54 0.028272 1.85771
2.1 0.726419 0.495154
0.6 0.129285 1.82534
2.82 -0.367844 0.0512668
1.56 0.999883 1.0108
1.44 0.982917 1.13042
2.64 -0.0383548 0.123182
1.98 0.834876 0.602121
